survived,pclass,sex,age,sibsp,parch,fare,embarked,title,ticketHeader,ticketNumber,cabinLetter,cabinNumber,child,parent,othersAlive,othersDrown
0,2,male,52,0,0,13.5,S,Mr,NA,248731,NA,,0,0,0,0
0,3,male,44,0,0,8.05,S,Mr,NA,363592,NA,,0,0,0,0
1,3,female,,0,0,7.7333,Q,Miss,NA,35852,NA,,0,0,0,0
0,1,male,49,1,1,110.8833,C,Mr,NA,17421,C,68,0,1,2,0
0,3,male,42,0,0,7.65,S,Mr,NA,348121,F,63,0,0,0,0
1,1,female,18,1,0,227.525,C,Mrs,P,17757,C,62,0,0,0,0
1,1,male,35,0,0,26.2875,S,Mr,P,17475,E,24,0,0,0,0
0,3,female,18,0,1,14.4542,C,Miss,NA,2691,NA,,1,0,0,1
0,3,male,25,0,0,7.7417,Q,Mr,NA,36864,NA,,0,0,0,0
0,3,male,26,1,0,7.8542,S,Mr,NA,350025,NA,,0,0,0,1
0,2,male,39,0,0,26,S,Mr,NA,250655,NA,,0,0,0,0
1,2,female,45,0,0,13.5,S,Mrs,NA,223596,NA,,0,0,0,0
1,1,male,42,0,0,26.2875,S,Mr,P,17476,E,24,0,0,0,0
1,1,female,22,0,0,151.55,S,Miss,NA,113781,C,22,0,0,0,0
1,3,male,,1,1,15.2458,C,Master,NA,2661,NA,,1,0,1,0
1,1,female,24,0,0,49.5042,C,Miss,P,17482,C,90,0,0,0,0
0,1,male,,0,0,26.55,S,Mr,NA,113028,C,124,0,0,0,0
1,1,male,48,1,0,52,S,Mr,NA,19996,C,126,0,0,1,0
0,3,male,29,0,0,9.4833,S,Mr,NA,7545,NA,,0,0,0,0
0,2,male,52,0,0,13,S,Mr,NA,250647,NA,,0,0,0,0
0,3,male,19,0,0,7.65,S,Mr,NA,348124,F,73,0,0,0,0
1,1,female,38,0,0,227.525,C,Miss,P,17757,C,45,0,0,0,0
1,2,female,27,0,0,10.5,S,Miss,NA,34218,E,101,0,0,0,0
0,3,male,,0,0,15.5,Q,Mr,NA,36568,NA,,0,0,0,0
0,3,male,33,0,0,7.775,S,Mr,NA,347062,NA,,0,0,0,0
1,2,female,6,0,1,33,S,Miss,NA,248727,NA,,1,0,0,1
0,3,male,17,1,0,7.0542,S,Mr,NA,350048,NA,,0,0,1,0
0,2,male,34,0,0,13,S,Mr,NA,12233,NA,,0,0,0,0
0,2,male,50,0,0,13,S,Mr,NA,250643,NA,,0,0,0,0
1,1,male,27,1,0,53.1,S,Mr,NA,113806,E,8,0,0,1,0
0,3,male,20,0,0,8.6625,S,Mr,NA,315094,NA,,0,0,0,0
1,2,female,30,3,0,21,S,Mrs,NA,31027,NA,,0,0,0,1
1,3,female,,0,0,7.7375,Q,Miss,NA,36866,NA,,0,0,0,0
0,2,male,25,1,0,26,S,Mr,NA,236853,NA,,0,0,0,0
0,3,female,25,1,0,7.925,S,Miss,SOTON,3101271,NA,,0,0,0,0
1,1,female,29,0,0,211.3375,S,Miss,NA,24160,B,5,0,0,0,0
0,3,male,11,0,0,18.7875,C,Mr,NA,2699,NA,,0,0,0,0
0,2,male,,0,0,0,S,Mr,NA,239855,NA,,0,0,0,0
0,2,male,23,0,0,13,S,Mr,NA,28425,NA,,0,0,0,0
0,2,male,23,0,0,13,S,Mr,NA,233639,NA,,0,0,0,0
0,3,male,28.5,0,0,16.1,S,Mr,NA,54636,NA,,0,0,0,0
0,3,female,48,1,3,34.375,S,Mrs,W,6608,NA,,0,1,0,3
1,1,male,35,0,0,512.3292,C,Mr,P,17755,B,101,0,0,0,0
0,3,male,,0,0,7.8958,S,Mr,NA,349201,NA,,0,0,0,0
0,3,male,,0,0,7.8958,S,Mr,NA,349218,NA,,0,0,0,0
1,1,male,,0,0,30,S,Mr,NA,16988,D,45,0,0,0,0
0,1,male,36,1,0,78.85,S,Mr,NA,19877,C,46,0,0,0,0
1,1,female,21,2,2,262.375,C,Miss,P,17608,B,59,1,0,1,0
0,3,male,24,1,0,16.1,S,Mr,NA,376566,NA,,0,0,0,0
1,3,male,31,0,0,7.925,S,Mr,SOTON,3101288,NA,,0,0,0,0
0,1,male,70,1,1,71,S,Offr,W,5735,B,22,0,1,1,0
0,3,male,16,1,1,20.25,S,Mr,C,2673,NA,,0,1,1,0
1,2,female,30,0,0,13,S,Miss,NA,250648,NA,,0,0,0,0
0,1,male,19,1,0,53.1,S,Mr,NA,113773,D,30,0,0,0,0
0,3,male,31,0,0,7.75,Q,Mr,NA,335097,NA,,0,0,0,0
1,2,female,4,1,1,23,S,Miss,NA,29103,NA,,1,0,0,0
1,3,male,6,0,1,12.475,S,Master,NA,392096,E,121,1,0,1,0
0,3,male,33,0,0,9.5,S,Mr,NA,345780,NA,,0,0,0,0
0,3,male,23,0,0,7.8958,S,Mr,NA,349204,NA,,0,0,0,0
1,2,female,48,1,2,65,S,Mrs,NA,220845,NA,,0,1,1,0
1,2,male,0.67,1,1,14.5,S,Master,NA,250649,NA,,1,0,1,0
0,3,male,28,0,0,7.7958,S,Mr,NA,350042,NA,,0,0,0,0
0,2,male,18,0,0,11.5,S,Mr,NA,29108,NA,,0,0,0,0
0,3,male,34,0,0,8.05,S,Mr,NA,363294,NA,,0,0,0,0
1,1,female,33,0,0,86.5,S,Royal,NA,110152,B,77,0,0,0,0
0,3,male,,0,0,14.5,S,Mr,NA,358585,NA,,0,0,0,0
0,3,male,41,0,0,7.125,S,Mr,SOTON,3101272,NA,,0,0,0,0
1,3,male,20,0,0,7.2292,C,Mr,NA,2663,NA,,0,0,0,0
1,1,female,36,1,2,120,S,Mrs,NA,113760,B,96,0,1,3,0
0,3,male,16,0,0,7.775,S,Mr,NA,347074,NA,,0,0,0,0
1,1,female,51,1,0,77.9583,S,Mrs,NA,13502,D,11,0,0,1,0
0,1,male,,0,0,39.6,C,Dr,NA,112379,NA,,0,0,0,0
0,3,female,30.5,0,0,7.75,Q,Miss,NA,364850,NA,,0,0,0,0
0,3,male,,1,0,24.15,Q,Mr,NA,371110,NA,,0,0,1,0
0,3,male,32,0,0,8.3625,S,Mr,NA,8471,NA,,0,0,0,0
0,3,male,24,0,0,9.5,S,Mr,NA,345781,NA,,0,0,0,0
0,3,male,48,0,0,7.8542,S,Mr,NA,350047,NA,,0,0,0,0
0,2,female,57,0,0,10.5,S,Mrs,S,3,E,77,0,0,0,0
0,3,male,,0,0,7.225,C,Mr,NA,2674,NA,,0,0,0,0
1,2,female,54,1,3,23,S,Mrs,NA,29105,NA,,0,1,3,1
0,3,male,18,0,0,7.75,S,Mr,NA,347078,NA,,0,0,0,0
0,3,male,,0,0,7.75,Q,Mr,NA,383121,F,38,0,0,0,0
1,3,female,5,0,0,12.475,S,Miss,NA,364516,NA,,0,0,0,0
0,3,male,,0,0,7.7375,Q,Mr,NA,36865,NA,,0,0,0,0
1,1,female,43,0,1,211.3375,S,Mrs,NA,24160,B,3,0,1,1,0
1,3,female,13,0,0,7.2292,C,Miss,NA,2687,NA,,0,0,0,0
1,1,female,17,1,0,57,S,Mrs,NA,17474,B,20,0,0,1,0
0,1,male,29,0,0,30,S,Mr,NA,113501,D,6,0,0,0,0
0,3,male,,1,2,23.45,S,Mr,W,6607,NA,,0,1,0,1
0,3,male,25,0,0,7.05,S,Mr,SOTON,3101312,NA,,0,0,0,0
0,3,male,25,0,0,7.25,S,Mr,NA,374887,NA,,0,0,0,0
1,3,female,18,0,0,7.4958,S,Miss,NA,3101265,NA,,0,0,0,0
0,3,male,8,4,1,29.125,Q,Master,NA,382652,NA,,1,0,0,4
1,3,male,1,1,2,20.575,S,Master,C,2315,NA,,1,0,0,1
0,1,male,46,0,0,79.2,C,Mr,P,17593,B,84,0,0,0,0
0,3,male,,0,0,7.75,Q,Mr,NA,12460,NA,,0,0,0,0
0,2,male,16,0,0,26,S,Mr,NA,239865,NA,,0,0,0,0
0,3,female,,8,2,69.55,S,Miss,C,2343,NA,,1,0,0,6
0,1,male,,0,0,30.6958,C,Mr,P,17600,NA,,0,0,0,0
0,3,male,25,0,0,7.8958,S,Mr,NA,349203,NA,,0,0,0,0
0,2,male,39,0,0,13,S,Mr,NA,28213,NA,,0,0,0,0
1,1,female,49,0,0,25.9292,S,Dr,NA,17465,D,17,0,0,0,0
1,3,female,31,0,0,8.6833,S,Mrs,NA,349244,NA,,0,0,0,0
0,3,male,30,0,0,7.2292,C,Mr,NA,2685,NA,,0,0,0,0
0,3,female,30,1,1,24.15,S,Mrs,NA,345773,NA,,0,1,0,2
0,2,male,34,0,0,13,S,Mr,NA,250647,NA,,0,0,0,0
1,2,female,31,1,1,26.25,S,Mrs,C,31921,NA,,0,1,1,1
1,1,male,11,1,2,120,S,Master,NA,113760,B,98,1,0,3,0
1,3,male,0.42,0,1,8.5167,C,Master,NA,2625,NA,,1,0,0,0
1,3,male,27,0,0,6.975,S,Mr,NA,347089,NA,,0,0,0,0
0,3,male,31,0,0,7.775,S,Mr,NA,347063,NA,,0,0,0,0
0,1,male,39,0,0,0,S,Mr,NA,112050,A,36,0,0,0,0
0,3,female,18,0,0,7.775,S,Miss,NA,347087,NA,,0,0,0,0
0,2,male,39,0,0,13,S,Mr,NA,248723,NA,,0,0,0,0
1,1,female,33,1,0,53.1,S,Mrs,NA,113806,E,8,0,0,1,0
0,3,male,26,0,0,7.8875,S,Mr,NA,3474,NA,,0,0,0,0
0,3,male,39,0,0,24.15,S,Mr,A,48871,NA,,0,0,0,0
0,2,male,35,0,0,10.5,S,Mr,NA,28206,NA,,0,0,0,0
0,3,female,6,4,2,31.275,S,Miss,NA,347082,NA,,1,0,0,6
0,3,male,30.5,0,0,8.05,S,Mr,NA,364499,NA,,0,0,0,0
0,1,male,,0,0,0,S,Mr,NA,112058,B,102,0,0,0,0
0,3,female,23,0,0,7.925,S,Miss,SOTON,3101290,NA,,0,0,0,0
0,2,male,31,1,1,37.0042,C,Mr,SCPARIS,2079,NA,,0,1,1,0
0,3,male,43,0,0,6.45,S,Mr,C,7075,NA,,0,0,0,0
0,3,male,10,3,2,27.9,S,Master,NA,347088,NA,,1,0,0,5
1,1,female,52,1,1,93.5,S,Mrs,NA,12749,B,69,0,1,0,1
1,3,male,27,0,0,8.6625,S,Mr,NA,315098,NA,,0,0,0,0
0,1,male,38,0,0,0,S,Royal,NA,19972,NA,,0,0,0,0
1,3,female,27,0,1,12.475,S,Mrs,NA,392096,E,121,0,1,1,0
0,3,male,2,4,1,39.6875,S,Master,NA,3101295,NA,,1,0,0,5
0,3,male,,0,0,6.95,Q,Mr,NA,368323,NA,,0,0,0,0
0,3,male,,0,0,56.4958,S,Mr,NA,1601,NA,,0,0,0,0
1,2,male,1,0,2,37.0042,C,Master,SCPARIS,2079,NA,,1,0,0,1
1,3,male,,0,0,7.75,Q,Mr,NA,367228,NA,,0,0,0,0
1,1,female,62,0,0,80,NA,Mrs,NA,113572,B,28,0,0,0,0
1,3,female,15,1,0,14.4542,C,Mrs,NA,2659,NA,,0,0,0,1
1,2,male,0.83,1,1,18.75,S,Master,NA,29106,NA,,1,0,3,1
0,3,male,,0,0,7.2292,C,Mr,NA,2671,NA,,0,0,0,0
0,3,male,23,0,0,7.8542,S,Mr,NA,347468,NA,,0,0,0,0
0,3,male,18,0,0,8.3,S,Mr,NA,2223,NA,,0,0,0,0
1,1,female,39,1,1,83.1583,C,Miss,P,17756,E,49,1,0,0,0
0,3,male,21,0,0,8.6625,S,Mr,NA,315097,NA,,0,0,0,0
0,3,male,,0,0,8.05,S,Mr,NA,392092,NA,,0,0,0,0
1,3,male,32,0,0,56.4958,S,Mr,NA,1601,NA,,0,0,0,0
1,1,male,,0,0,29.7,C,Mr,NA,11774,C,47,0,0,0,0
0,3,male,20,0,0,7.925,S,Mr,SOTON,3101287,NA,,0,0,0,0
0,2,male,16,0,0,10.5,S,Mr,S,3,E,77,0,0,0,0
1,1,female,30,0,0,31,C,Miss,NA,113798,NA,,0,0,0,0
0,3,male,34.5,0,0,6.4375,C,Mr,NA,2683,NA,,0,0,0,0
0,3,male,17,0,0,8.6625,S,Mr,NA,315090,NA,,0,0,0,0
0,3,male,42,0,0,7.55,S,Mr,C,5547,NA,,0,0,0,0
0,3,male,,8,2,69.55,S,Mr,C,2343,NA,,1,0,0,6
0,3,male,35,0,0,7.8958,C,Mr,NA,349213,NA,,0,0,0,0
0,2,male,28,0,1,33,S,Rev,NA,248727,NA,,0,1,1,0
1,1,female,,1,0,89.1042,C,Mrs,NA,17453,C,92,0,0,1,0
0,3,male,4,4,2,31.275,S,Master,NA,347082,NA,,1,0,0,6
0,3,male,74,0,0,7.775,S,Mr,NA,347060,NA,,0,0,0,0
0,3,female,9,1,1,15.2458,C,Miss,NA,2678,NA,,1,0,0,1
1,1,female,16,0,1,39.4,S,Miss,P,17592,D,28,1,0,0,0
0,2,female,44,1,0,26,S,Mrs,NA,244252,NA,,0,0,0,1
1,3,female,18,0,1,9.35,S,Mrs,NA,392091,NA,,0,1,0,0
1,1,female,45,1,1,164.8667,S,Mrs,NA,36928,C,9,0,1,1,0
1,1,male,51,0,0,26.55,S,Mr,NA,113055,E,17,0,0,0,0
1,3,female,24,0,3,19.2583,C,Mrs,NA,2666,NA,,0,1,3,0
0,3,male,,0,0,7.2292,C,Mr,NA,2629,NA,,0,0,0,0
0,3,male,41,2,0,14.1083,S,Mr,NA,350026,NA,,0,0,0,1
0,2,male,21,1,0,11.5,S,Mr,NA,28134,NA,,0,0,0,0
1,1,female,48,0,0,25.9292,S,Mrs,NA,17466,D,17,0,0,0,0
0,3,female,,8,2,69.55,S,Miss,C,2343,NA,,1,0,0,6
0,2,male,24,0,0,13,S,Mr,NA,233866,NA,,0,0,0,0
1,2,female,42,0,0,13,S,Mrs,NA,236852,NA,,0,0,0,0
1,2,female,27,1,0,13.8583,C,Miss,SCPARIS,2149,NA,,0,0,0,0
0,1,male,31,0,0,50.4958,S,Mr,P,17590,A,24,0,0,0,0
0,3,male,,0,0,9.5,S,Mr,NA,345777,NA,,0,0,0,0
1,3,male,4,1,1,11.1333,S,Master,NA,347742,NA,,1,0,2,0
0,3,male,26,0,0,7.8958,S,Mr,NA,349248,NA,,0,0,0,0
1,1,female,47,1,1,52.5542,S,Mrs,NA,11751,D,35,0,1,2,0
0,1,male,33,0,0,5,S,Mr,NA,695,B,55,0,0,0,0
0,3,male,47,0,0,9,S,Mr,NA,345765,NA,,0,0,0,0
1,2,female,28,1,0,24,C,Mrs,P,3381,NA,,0,0,0,1
1,3,female,15,0,0,7.225,C,Miss,NA,2667,NA,,0,0,0,0
0,3,male,20,0,0,9.8458,S,Mr,NA,7534,NA,,0,0,0,0
0,3,male,19,0,0,7.8958,S,Mr,NA,349212,NA,,0,0,0,0
0,3,male,,0,0,7.8958,S,Mr,NA,349217,NA,,0,0,0,0
1,1,female,56,0,1,83.1583,C,Mrs,NA,11767,C,50,0,1,0,0
1,2,female,25,0,1,26,S,Mrs,NA,230433,NA,,0,1,1,0
0,3,male,33,0,0,7.8958,S,Mr,NA,349257,NA,,0,0,0,0
0,3,female,22,0,0,10.5167,S,Miss,NA,7552,NA,,0,0,0,0
0,2,male,28,0,0,10.5,S,Mr,C,34068,NA,,0,0,0,0
0,3,male,25,0,0,7.05,S,Mr,SOTON,392076,NA,,0,0,0,0
0,3,female,39,0,5,29.125,Q,Mrs,NA,382652,NA,,0,1,0,4
0,2,male,27,0,0,13,S,Rev,NA,211536,NA,,0,0,0,0
1,1,female,19,0,0,30,S,Miss,NA,112053,B,42,0,0,0,0
0,3,female,,1,2,23.45,S,Miss,W,6607,NA,,1,0,0,1
1,1,male,26,0,0,30,C,Mr,NA,111369,C,148,0,0,0,0
0,3,male,32,0,0,7.75,Q,Mr,NA,370376,NA,,0,0,0,0
,3,male,34.5,0,0,7.8292,Q,Mr,NA,330911,NA,,0,0,0,0
,3,female,47,1,0,7,S,Mrs,NA,363272,NA,,0,0,4,1
,2,male,62,0,0,9.6875,Q,Mr,NA,240276,NA,,0,0,0,0
,3,male,27,0,0,8.6625,S,Mr,NA,315154,NA,,0,0,0,0
,3,female,22,1,1,12.2875,S,Mrs,NA,3101298,NA,,0,1,2,0
,3,male,14,0,0,9.225,S,Mr,NA,7538,NA,,0,0,0,0
,3,female,30,0,0,7.6292,Q,Miss,NA,330972,NA,,0,0,0,0
,2,male,26,1,1,29,S,Mr,NA,248738,NA,,0,1,2,0
,3,female,18,0,0,7.2292,C,Mrs,NA,2657,NA,,0,0,0,0
,3,male,21,2,0,24.15,S,Mr,A,48871,NA,,0,0,0,1
,3,male,,0,0,7.8958,S,Mr,NA,349220,NA,,0,0,0,0
,1,male,46,0,0,26,S,Mr,NA,694,NA,,0,0,0,0
,1,female,23,1,0,82.2667,S,Mrs,NA,21228,B,45,0,0,0,0
,2,male,63,1,0,26,S,Mr,NA,24065,NA,,0,0,0,0
,1,female,47,1,0,61.175,S,Mrs,W,5734,E,31,0,0,0,1
,2,female,24,1,0,27.7208,C,Mrs,SCPARIS,2167,NA,,0,0,0,1
,2,male,35,0,0,12.35,Q,Mr,NA,233734,NA,,0,0,0,0
,3,male,21,0,0,7.225,C,Mr,NA,2692,NA,,0,0,0,0
,3,female,27,1,0,7.925,S,Miss,SOTON,3101270,NA,,0,0,0,1
,3,female,45,0,0,7.225,C,Mrs,NA,2696,NA,,0,0,0,0
,1,male,55,1,0,59.4,C,Mr,P,17603,NA,,0,0,1,0
,3,male,9,0,1,3.1708,S,Master,C,17368,NA,,1,0,0,1
,1,female,,0,0,31.6833,S,Mrs,P,17598,NA,,0,0,0,0
,1,male,21,0,1,61.3792,C,Mr,P,17597,NA,,1,0,0,1
,1,female,48,1,3,262.375,C,Mrs,P,17608,B,63,0,1,2,0
,3,male,50,1,0,14.5,S,Mr,A,3337,NA,,0,0,0,1
,1,female,22,0,1,61.9792,C,Miss,NA,113509,B,36,1,0,0,1
,3,male,22.5,0,0,7.225,C,Mr,NA,2698,NA,,0,0,0,0
,1,male,41,0,0,30.5,S,Mr,NA,113054,A,21,0,0,0,0
,3,male,,2,0,21.6792,C,Mr,NA,2662,NA,,0,0,0,1
,2,male,50,1,0,26,S,Mr,S,3085,NA,,0,0,1,0
,2,male,24,2,0,31.5,S,Mr,C,31029,NA,,0,0,1,1
,3,female,33,1,2,20.575,S,Mrs,C,2315,NA,,0,1,1,1
,3,female,,1,2,23.45,S,Mrs,W,6607,NA,,0,1,0,2
,1,male,30,1,0,57.75,C,Mr,NA,13236,C,78,0,0,0,0
,3,male,18.5,0,0,7.2292,C,Mr,NA,2682,NA,,0,0,0,0
,3,female,,0,0,8.05,S,Miss,NA,342712,NA,,0,0,0,0
,3,female,21,0,0,8.6625,S,Miss,NA,315087,NA,,0,0,0,0
,3,male,25,0,0,9.5,S,Mr,NA,345768,NA,,0,0,0,0
,3,male,,0,0,56.4958,S,Mr,NA,1601,NA,,0,0,0,0
,3,male,39,0,1,13.4167,C,Mr,NA,349256,NA,,0,1,1,0
,1,male,,0,0,26.55,S,Mr,NA,113778,D,34,0,0,0,0
,3,male,41,0,0,7.85,S,Mr,SOTON,3101263,NA,,0,0,0,0
,2,female,30,0,0,13,S,Mrs,NA,237249,NA,,0,0,0,0
,1,female,45,1,0,52.5542,S,Mrs,NA,11753,D,19,0,0,1,0
,3,male,25,0,0,7.925,S,Mr,SOTON,3101291,NA,,0,0,0,0
,1,male,45,0,0,29.7,C,Mr,P,17594,A,9,0,0,0,0
,3,male,,0,0,7.75,Q,Mr,NA,370374,NA,,0,0,0,0
,1,female,60,0,0,76.2917,C,Mrs,NA,11813,D,15,0,0,0,0
,3,female,36,0,2,15.9,S,Mrs,C,37671,NA,,0,1,2,0
,1,male,24,1,0,60,S,Mr,NA,13695,C,31,0,0,0,0
,2,male,27,0,0,15.0333,C,Mr,SCPARIS,2168,NA,,0,0,0,0
,2,female,20,2,1,23,S,Miss,NA,29105,NA,,1,0,4,1
,1,female,28,3,2,263,S,Miss,NA,19950,C,25,1,0,2,2
,2,male,,0,0,15.5792,C,Mr,S,2861,NA,,0,0,0,0
,3,male,10,4,1,29.125,Q,Master,NA,382652,NA,,1,0,0,5
,3,male,35,0,0,7.8958,S,Mr,NA,349230,NA,,0,0,0,0
,3,male,25,0,0,7.65,S,Mr,NA,348122,F,63,0,0,0,0
,3,male,,1,0,16.1,S,Mr,NA,386525,NA,,0,0,1,0
,1,female,36,0,0,262.375,C,Miss,P,17608,B,61,0,0,0,0
,3,male,17,0,0,7.8958,S,Mr,NA,349232,NA,,0,0,0,0
,2,male,32,0,0,13.5,S,Mr,NA,237216,NA,,0,0,0,0
,3,male,18,0,0,7.75,S,Mr,NA,347090,NA,,0,0,0,0
,3,female,22,0,0,7.725,Q,Miss,NA,334914,NA,,0,0,0,0
,1,male,13,2,2,262.375,C,Master,P,17608,B,66,1,0,2,0
,2,female,,0,0,21,S,Mrs,F,13534,NA,,0,0,0,0
,3,female,18,0,0,7.8792,Q,Miss,NA,330963,NA,,0,0,0,0
,1,male,47,0,0,42.4,S,Mr,NA,113796,NA,,0,0,0,0
,1,male,31,0,0,28.5375,C,Mr,NA,2543,C,53,0,0,0,0
,1,female,60,1,4,263,S,Mrs,NA,19950,C,27,0,1,2,2
,3,female,24,0,0,7.75,Q,Miss,NA,382653,NA,,0,0,0,0
,3,male,21,0,0,7.8958,S,Mr,NA,349211,NA,,0,0,0,0
,3,female,29,0,0,7.925,S,Miss,NA,3101297,NA,,0,0,0,0
,1,male,28.5,0,0,27.7208,C,Mr,P,17562,D,43,0,0,0,0
,1,female,35,0,0,211.5,C,Miss,NA,113503,C,130,0,0,0,0
,1,male,32.5,0,0,211.5,C,Mr,NA,113503,C,132,0,0,0,0
,3,male,,0,0,8.05,S,Mr,NA,359306,NA,,0,0,0,0
,1,female,55,2,0,25.7,S,Mrs,NA,11770,C,101,0,0,1,0
,2,male,30,0,0,13,S,Mr,NA,248744,NA,,0,0,0,0
,3,female,24,0,0,7.75,Q,Miss,NA,368702,NA,,0,0,0,0
,3,male,6,1,1,15.2458,C,Master,NA,2678,NA,,1,0,0,2
,1,male,67,1,0,221.7792,S,Mr,P,17483,C,55,0,0,0,0
,1,male,49,0,0,26,S,Mr,NA,19924,NA,,0,0,0,0
,3,male,,0,0,7.8958,S,Mr,NA,349238,NA,,0,0,0,0
,2,male,,0,0,10.7083,Q,Mr,NA,240261,NA,,0,0,0,0
,3,male,,1,0,14.4542,C,Mr,NA,2660,NA,,0,0,0,0
,3,female,27,0,0,7.8792,Q,Miss,NA,330844,NA,,0,0,0,0
,3,female,18,0,0,8.05,S,Miss,A,31416,NA,,0,0,0,0
,3,female,,0,0,7.75,Q,Miss,NA,364856,NA,,0,0,0,0
,2,male,2,1,1,23,S,Master,NA,29103,NA,,1,0,1,0
,3,female,22,1,0,13.9,S,Mrs,NA,347072,NA,,0,0,0,0
,3,male,,0,0,7.775,S,Mr,NA,345498,NA,,0,0,0,0
,1,female,27,1,2,52,S,Mrs,F,12750,B,71,1,0,1,1
,3,male,,0,0,8.05,S,Mr,NA,376563,NA,,0,0,0,0
,1,male,25,0,0,26,C,Mr,NA,13905,NA,,0,0,0,0
,3,male,25,0,0,7.7958,S,Mr,NA,350033,NA,,0,0,0,0
,1,female,76,1,0,78.85,S,Mrs,NA,19877,C,46,0,0,0,1
,3,male,29,0,0,7.925,S,Mr,SOTON,3101268,NA,,0,0,0,0
,3,female,20,0,0,7.8542,S,Miss,NA,347471,NA,,0,0,0,0
,3,male,33,0,0,8.05,S,Mr,A,3338,NA,,0,0,0,0
,1,female,43,1,0,55.4417,C,Mrs,NA,11778,C,116,0,0,0,0
,2,male,27,1,0,26,S,Mr,NA,228414,NA,,0,0,1,0
,3,male,,0,0,7.75,Q,Mr,NA,365235,NA,,0,0,0,0
,3,male,26,0,0,7.775,S,Mr,NA,347070,NA,,0,0,0,0
,3,female,16,1,1,8.5167,C,Mrs,NA,2625,NA,,0,1,1,0
,3,male,28,0,0,22.525,S,Mr,C,4001,NA,,0,0,0,0
,3,male,21,0,0,7.8208,Q,Mr,NA,330920,NA,,0,0,0,0
,3,male,,0,0,7.75,Q,Mr,NA,383162,NA,,0,0,0,0
,3,male,,0,0,8.7125,S,Mr,NA,3410,NA,,0,0,0,0
,2,male,18.5,0,0,13,S,Mr,NA,248734,F,,0,0,0,0
,2,male,41,0,0,15.0458,C,Mr,NA,237734,NA,,0,0,0,0
,3,female,,0,0,7.7792,Q,Miss,NA,330968,NA,,0,0,0,0
,1,female,36,0,0,31.6792,C,Miss,P,17531,A,29,0,0,0,0
,3,female,18.5,0,0,7.2833,Q,Miss,NA,329944,NA,,0,0,0,0
,1,female,63,1,0,221.7792,S,Mrs,P,17483,C,57,0,0,0,0
,3,male,18,1,0,14.4542,C,Mr,NA,2680,NA,,0,0,0,1
,3,male,,0,0,6.4375,C,Mr,NA,2681,NA,,0,0,0,0
,3,female,1,1,1,16.7,S,Miss,P,9549,G,6,1,0,2,0
,1,male,36,0,0,75.2417,C,Mr,NA,13050,C,6,0,0,0,0
,2,female,29,1,0,26,S,Mrs,S,29037,NA,,0,0,0,1
,2,female,12,0,0,15.75,S,Miss,C,33595,NA,,1,0,1,0
,3,male,,1,0,7.75,Q,Mr,NA,367227,NA,,0,0,0,1
,1,female,35,1,0,57.75,C,Mrs,NA,13236,C,28,0,0,0,0
,3,male,28,0,0,7.25,S,Mr,NA,392095,NA,,0,0,0,0
,3,male,,0,0,7.75,Q,Mr,NA,368783,NA,,0,0,0,0
,3,female,17,0,1,16.1,S,Miss,NA,371362,NA,,1,0,0,1
,3,male,22,0,0,7.7958,S,Mr,NA,350045,NA,,0,0,0,0
,3,female,,2,0,23.25,Q,Miss,NA,367226,NA,,0,0,2,0
,2,male,42,0,0,13,S,Mr,NA,211535,NA,,0,0,0,0
,3,male,24,0,0,8.05,S,Mr,NA,342441,NA,,0,0,0,0
,3,male,32,0,0,8.05,S,Mr,SOTON,369943,NA,,0,0,0,0
,1,male,53,0,0,28.5,C,Offr,NA,113780,C,51,0,0,0,0
,3,female,,0,4,25.4667,S,Mrs,NA,4133,NA,,0,1,0,4
,3,male,,1,0,6.4375,C,Mr,NA,2621,NA,,0,0,1,0
,3,male,43,0,0,7.8958,S,Mr,NA,349226,NA,,0,0,0,0
,3,male,24,0,0,7.8542,S,Mr,NA,350409,NA,,0,0,0,0
,3,male,26.5,0,0,7.225,C,Mr,NA,2656,NA,,0,0,0,0
,2,male,26,0,0,13,S,Mr,NA,248659,NA,,0,0,0,0
,3,female,23,0,0,8.05,S,Miss,SOTON,392083,NA,,0,0,0,0
,3,male,40,1,6,46.9,S,Mr,C,2144,NA,,0,1,0,6
,3,female,10,5,2,46.9,S,Miss,C,2144,NA,,1,0,0,6
,1,female,33,0,0,151.55,S,Miss,NA,113781,C,22,0,0,0,0
,1,male,61,1,3,262.375,C,Mr,P,17608,B,63,0,1,2,0
,2,male,28,0,0,26,S,Mr,NA,244358,NA,,0,0,0,0
,1,male,42,0,0,26.55,S,Mr,NA,17475,NA,,0,0,0,0
,3,male,31,3,0,18,S,Mr,NA,345763,NA,,0,0,0,3
,1,male,,0,0,51.8625,S,Mr,NA,17463,E,46,0,0,0,0
,3,male,22,0,0,8.05,S,Mr,S,23568,NA,,0,0,0,0
,1,male,,0,0,26.55,S,Mr,NA,113791,NA,,0,0,0,0
,2,male,30,1,1,26,S,Rev,NA,250651,NA,,0,1,0,1
,1,female,23,0,1,83.1583,C,Mrs,NA,11767,C,54,1,0,1,0
,3,male,,0,0,7.8958,C,Mr,NA,349255,NA,,0,0,0,0
,3,male,60.5,0,0,,S,Mr,NA,3701,NA,,0,0,0,0
,3,female,36,0,2,12.1833,S,Mrs,NA,350405,NA,,0,1,0,1
,3,male,13,4,2,31.3875,S,Master,NA,347077,NA,,1,0,3,1
